ETSIdentifierId,Installation_INSPIRE_ID,reportingYear,ETSIdentifier
6699,"ES.CAED/003723000.INSTALLATION",2019,"804"
6700,"ES.CAED/003724000.INSTALLATION",2019,"802"
6701,"ES.CAED/003728000.INSTALLATION",2019,"795"
6702,"ES.CAED/003731000.INSTALLATION",2019,"1050"
6703,"ES.CAED/003733000.INSTALLATION",2019,"808"
6704,"ES.CAED/003736000.INSTALLATION",2019,"1043"
6705,"ES.CAED/003738000.INSTALLATION",2019,"1039"
6706,"ES.CAED/003743000.INSTALLATION",2019,"774"
6707,"ES.CAED/003746000.INSTALLATION",2019,"940"
6708,"ES.CAED/003761000.INSTALLATION",2019,"892"
6709,"ES.CAED/003768000.INSTALLATION",2019,"202465"
6710,"ES.CAED/003769000.INSTALLATION",2019,"707"
6711,"ES.CAED/003815000.INSTALLATION",2019,"903"
6712,"ES.CAED/003888000.INSTALLATION",2019,"220"
6713,"ES.CAED/003893000.INSTALLATION",2019,"286"
6714,"ES.CAED/003896000.INSTALLATION",2019,"723"
6715,"ES.CAED/003904000.INSTALLATION",2019,"889"
6716,"ES.CAED/003965000.INSTALLATION",2019,"725"
6717,"ES.CAED/003970000.INSTALLATION",2019,"238"
6718,"ES.CAED/003974000.INSTALLATION",2019,"570"
6719,"ES.CAED/004030000.INSTALLATION",2019,"747"
6720,"ES.CAED/004031000.INSTALLATION",2019,"289"
6721,"ES.CAED/004072000.INSTALLATION",2019,"268"
6722,"ES.CAED/004095000.INSTALLATION",2019,"157"
6723,"ES.CAED/004132000.INSTALLATION",2019,"277"
6724,"ES.CAED/004175000.INSTALLATION",2019,"291"
6725,"ES.CAED/004215000.INSTALLATION",2019,"293"
6726,"ES.CAED/004264000.INSTALLATION",2019,"234"
6727,"ES.CAED/004272000.INSTALLATION",2019,"535"
6728,"ES.CAED/004347000.INSTALLATION",2019,"207264"
6729,"ES.CAED/004361000.INSTALLATION",2019,"203625"
6730,"ES.CAED/004435000.INSTALLATION",2019,"281"
6731,"ES.CAED/004436000.INSTALLATION",2019,"298"
6732,"ES.CAED/004487000.INSTALLATION",2019,"287"
6733,"ES.CAED/004509000.INSTALLATION",2019,"714"
6734,"ES.CAED/004515000.INSTALLATION",2019,"158"
6735,"ES.CAED/004538000.INSTALLATION",2019,"738"
6736,"ES.CAED/004591000.INSTALLATION",2019,"998"
6737,"ES.CAED/004592000.INSTALLATION",2019,"997"
6738,"ES.CAED/004593000.INSTALLATION",2019,"999"
6739,"ES.CAED/004611000.INSTALLATION",2019,"798"
6740,"ES.CAED/004615000.INSTALLATION",2019,"202171"
6741,"ES.CAED/004713000.INSTALLATION",2019,"781"
6742,"ES.CAED/004732000.INSTALLATION",2019,"48928881"
6743,"ES.CAED/004738000.INSTALLATION",2019,"810"
6744,"ES.CAED/004757000.INSTALLATION",2019,"793"
6745,"ES.CAED/004770000.INSTALLATION",2019,"346"
6746,"ES.CAED/004771000.INSTALLATION",2019,"318"
6747,"ES.CAED/004774000.INSTALLATION",2019,"319"
6748,"ES.CAED/004775000.INSTALLATION",2019,"918"
6749,"ES.CAED/004778000.INSTALLATION",2019,"333"
6750,"ES.CAED/004782000.INSTALLATION",2019,"347"
6751,"ES.CAED/004788000.INSTALLATION",2019,"303"
6752,"ES.CAED/004797000.INSTALLATION",2019,"989"
6753,"ES.CAED/004799000.INSTALLATION",2019,"975"
6754,"ES.CAED/004800000.INSTALLATION",2019,"202200"
6755,"ES.CAED/004801000.INSTALLATION",2019,"969"
6756,"ES.CAED/004802000.INSTALLATION",2019,"206100"
6757,"ES.CAED/004803000.INSTALLATION",2019,"529"
6758,"ES.CAED/004804000.INSTALLATION",2019,"206101"
6759,"ES.CAED/004805000.INSTALLATION",2019,"202173"
6760,"ES.CAED/004808000.INSTALLATION",2019,"560"
6761,"ES.CAED/004811000.INSTALLATION",2019,"533"
6762,"ES.CAED/004812000.INSTALLATION",2019,"528"
6763,"ES.CAED/004813000.INSTALLATION",2019,"205549"
6764,"ES.CAED/004814000.INSTALLATION",2019,"530"
6765,"ES.CAED/004815000.INSTALLATION",2019,"971"
6766,"ES.CAED/004816000.INSTALLATION",2019,"202522"
6767,"ES.CAED/004819000.INSTALLATION",2019,"206275"
6768,"ES.CAED/004821000.INSTALLATION",2019,"202276"
6769,"ES.CAED/004823000.INSTALLATION",2019,"596"
6770,"ES.CAED/004824000.INSTALLATION",2019,"595"
6771,"ES.CAED/004832000.INSTALLATION",2019,"615"
6772,"ES.CAED/004848000.INSTALLATION",2019,"432"
6773,"ES.CAED/004894000.INSTALLATION",2019,"203737"
6774,"ES.CAED/004917000.INSTALLATION",2019,"956"
6775,"ES.CAED/004922000.INSTALLATION",2019,"688"
6776,"ES.CAED/004932000.INSTALLATION",2019,"735"
6777,"ES.CAED/004957000.INSTALLATION",2019,"296"
6778,"ES.CAED/004983000.INSTALLATION",2019,"1"
6779,"ES.CAED/004992000.INSTALLATION",2019,"138"
6780,"ES.CAED/005000000.INSTALLATION",2019,"88"
6781,"ES.CAED/005005000.INSTALLATION",2019,"122"
6782,"ES.CAED/005046000.INSTALLATION",2019,"80"
6783,"ES.CAED/005149000.INSTALLATION",2019,"120"
6784,"ES.CAED/005270000.INSTALLATION",2019,"687"
6785,"ES.CAED/005296000.INSTALLATION",2019,"166"
6786,"ES.CAED/005406000.INSTALLATION",2019,"295"
6787,"ES.CAED/005441000.INSTALLATION",2019,"205190"
6788,"ES.CAED/005486000.INSTALLATION",2019,"638"
6789,"ES.CAED/005495000.INSTALLATION",2019,"149"
6790,"ES.CAED/005509000.INSTALLATION",2019,"48"
6791,"ES.CAED/005514000.INSTALLATION",2019,"47"
6792,"ES.CAED/005524000.INSTALLATION",2019,"81"
6793,"ES.CAED/005534000.INSTALLATION",2019,"55"
6794,"ES.CAED/005556000.INSTALLATION",2019,"161"
6795,"ES.CAED/005560000.INSTALLATION",2019,"376"
6796,"ES.CAED/005578000.INSTALLATION",2019,"343"
6797,"ES.CAED/005579000.INSTALLATION",2019,"317"
6798,"ES.CAED/005621000.INSTALLATION",2019,"310"
6799,"ES.CAED/005650000.INSTALLATION",2019,"1000"
6800,"ES.CAED/005651000.INSTALLATION",2019,"1003"
6801,"ES.CAED/005670000.INSTALLATION",2019,"939"
6802,"ES.CAED/005698000.INSTALLATION",2019,"405"
6803,"ES.CAED/005699000.INSTALLATION",2019,"407"
6804,"ES.CAED/005700000.INSTALLATION",2019,"406"
6805,"ES.CAED/005717000.INSTALLATION",2019,"431"
6806,"ES.CAED/005718000.INSTALLATION",2019,"437"
6807,"ES.CAED/005764000.INSTALLATION",2019,"202054"
6808,"ES.CAED/005766000.INSTALLATION",2019,"207695"
6809,"ES.CAED/005771000.INSTALLATION",2019,"1031"
6810,"ES.CAED/005772000.INSTALLATION",2019,"876"
6811,"ES.CAED/005819000.INSTALLATION",2019,"827"
6812,"ES.CAED/005827000.INSTALLATION",2019,"171"
6813,"ES.CAED/005828000.INSTALLATION",2019,"163"
6814,"ES.CAED/005852000.INSTALLATION",2019,"283"
6815,"ES.CAED/005855000.INSTALLATION",2019,"299"
6816,"ES.CAED/005882000.INSTALLATION",2019,"772"
6817,"ES.CAED/005933000.INSTALLATION",2019,"825"
6818,"ES.CAED/005962000.INSTALLATION",2019,"843"
6819,"ES.CAED/005966000.INSTALLATION",2019,"176"
6820,"ES.CAED/005977000.INSTALLATION",2019,"15"
6821,"ES.CAED/005985000.INSTALLATION",2019,"22"
6822,"ES.CAED/005986000.INSTALLATION",2019,"27"
6823,"ES.CAED/005989000.INSTALLATION",2019,"49"
6824,"ES.CAED/005990000.INSTALLATION",2019,"864"
6825,"ES.CAED/005995000.INSTALLATION",2019,"849"
6826,"ES.CAED/005996000.INSTALLATION",2019,"850"
6827,"ES.CAED/005997000.INSTALLATION",2019,"851"
6828,"ES.CAED/006010000.INSTALLATION",2019,"52"
6829,"ES.CAED/006017000.INSTALLATION",2019,"324"
6830,"ES.CAED/006026000.INSTALLATION",2019,"201766"
6831,"ES.CAED/006039000.INSTALLATION",2019,"520"
6832,"ES.CAED/006040000.INSTALLATION",2019,"458"
6833,"ES.CAED/006046000.INSTALLATION",2019,"937"
6834,"ES.CAED/006047000.INSTALLATION",2019,"938"
6835,"ES.CAED/006096000.INSTALLATION",2019,"977"
6836,"ES.CAED/006100000.INSTALLATION",2019,"203074"
6837,"ES.CAED/006106000.INSTALLATION",2019,"202441"
6838,"ES.CAED/006107000.INSTALLATION",2019,"567"
6839,"ES.CAED/006114000.INSTALLATION",2019,"978"
6840,"ES.CAED/006119000.INSTALLATION",2019,"826"
6841,"ES.CAED/006125000.INSTALLATION",2019,"210692"
6842,"ES.CAED/006133000.INSTALLATION",2019,"183"
6843,"ES.CAED/006157000.INSTALLATION",2019,"1506"
6844,"ES.CAED/006160000.INSTALLATION",2019,"255"
6845,"ES.CAED/006219000.INSTALLATION",2019,"90048"
6846,"ES.CAED/006220000.INSTALLATION",2019,"229"
6847,"ES.CAED/006236000.INSTALLATION",2019,"526"
6848,"ES.CAED/006240000.INSTALLATION",2019,"719"
6849,"ES.CAED/006329000.INSTALLATION",2019,"26"
6850,"ES.CAED/006333000.INSTALLATION",2019,"30"
6851,"ES.CAED/006406000.INSTALLATION",2019,"829"
6852,"ES.CAED/006505000.INSTALLATION",2019,"257"
6853,"ES.CAED/006514000.INSTALLATION",2019,"704"
6854,"ES.CAED/006515000.INSTALLATION",2019,"730"
6855,"ES.CAED/006516000.INSTALLATION",2019,"1509"
6856,"ES.CAED/006524000.INSTALLATION",2019,"773"
6857,"ES.CAED/006525000.INSTALLATION",2019,"1041"
6858,"ES.CAED/006528000.INSTALLATION",2019,"774"
6859,"ES.CAED/006531000.INSTALLATION",2019,"764"
6860,"ES.CAED/006543000.INSTALLATION",2019,"768"
6861,"ES.CAED/006551000.INSTALLATION",2019,"285"
6862,"ES.CAED/006562000.INSTALLATION",2019,"1030"
6863,"ES.CAED/006617000.INSTALLATION",2019,"639"
6864,"ES.CAED/006618000.INSTALLATION",2019,"641"
6865,"ES.CAED/006620000.INSTALLATION",2019,"1007"
6866,"ES.CAED/006622000.INSTALLATION",2019,"1010"
6867,"ES.CAED/006626000.INSTALLATION",2019,"700"
6868,"ES.CAED/006644000.INSTALLATION",2019,"731"
6869,"ES.CAED/006703000.INSTALLATION",2019,"702"
6870,"ES.CAED/006817000.INSTALLATION",2019,"90009"
6871,"ES.CAED/006853000.INSTALLATION",2019,"23527781"
6872,"ES.CAED/006905000.INSTALLATION",2019,"91448514"
6873,"ES.CAED/007007000.INSTALLATION",2019,"206935"
6874,"ES.CAED/007078000.INSTALLATION",2019,"970"
6875,"ES.CAED/007089000.INSTALLATION",2019,"984"
6876,"ES.CAED/007090000.INSTALLATION",2019,"202258"
6877,"ES.CAED/007094000.INSTALLATION",2019,"202605"
6878,"ES.CAED/007095000.INSTALLATION",2019,"831"
6879,"ES.CAED/007096000.INSTALLATION",2019,"539"
6880,"ES.CAED/007098000.INSTALLATION",2019,"202256"
6881,"ES.CAED/007103000.INSTALLATION",2019,"538"
6882,"ES.CAED/007150000.INSTALLATION",2019,"574"
6883,"ES.CAED/007155000.INSTALLATION",2019,"604"
6884,"ES.CAED/007193000.INSTALLATION",2019,"1251"
6885,"ES.CAED/007198000.INSTALLATION",2019,"325"
6886,"ES.CAED/007330000.INSTALLATION",2019,"1053"
6887,"ES.CAED/007371000.INSTALLATION",2019,"916"
6888,"ES.CAED/007405000.INSTALLATION",2019,"1035"
6889,"ES.CAED/007436000.INSTALLATION",2019,"403"
6890,"ES.CAED/007442000.INSTALLATION",2019,"90012"
6891,"ES.CAED/007445000.INSTALLATION",2019,"946"
6892,"ES.CAED/007446000.INSTALLATION",2019,"945"
6893,"ES.CAED/007460000.INSTALLATION",2019,"433"
6894,"ES.CAED/007464000.INSTALLATION",2019,"449"
6895,"ES.CAED/007513000.INSTALLATION",2019,"178"
6896,"ES.CAED/007536000.INSTALLATION",2019,"12667697"
6897,"ES.CAED/007591000.INSTALLATION",2019,"1502"
6898,"ES.CAED/007618000.INSTALLATION",2019,"90074"
6899,"ES.CAED/007626000.INSTALLATION",2019,"1508"
6900,"ES.CAED/007647000.INSTALLATION",2019,"202495"
6901,"ES.CAED/007651000.INSTALLATION",2019,"203624"
6902,"ES.CAED/007653000.INSTALLATION",2019,"206276"
6903,"ES.CAED/007715000.INSTALLATION",2019,"1018"
6904,"ES.CAED/007775000.INSTALLATION",2019,"819"
6905,"ES.CAED/007877000.INSTALLATION",2019,"47005368"
6906,"ES.CAED/007909000.INSTALLATION",2019,"90042"
6907,"ES.CAED/007945000.INSTALLATION",2019,"840"
6908,"ES.CAED/007954000.INSTALLATION",2019,"861"
6909,"ES.CAED/007964000.INSTALLATION",2019,"506"
6910,"ES.CAED/007985000.INSTALLATION",2019,"90003"
6911,"ES.CAED/006750000.INSTALLATION",2019,"900"
6912,"ES.CAED/008024000.INSTALLATION",2019,"90002"
6913,"ES.CAED/008111000.INSTALLATION",2019,"203223"
6914,"ES.CAED/008114000.INSTALLATION",2019,"90004"
6915,"ES.CAED/008140000.INSTALLATION",2019,"205770"
6916,"ES.CAED/008142000.INSTALLATION",2019,"418"
6917,"ES.CAED/008143000.INSTALLATION",2019,"445"
6918,"ES.CAED/008153000.INSTALLATION",2019,"90019"
6919,"ES.CAED/008192000.INSTALLATION",2019,"1507"
6920,"ES.CAED/008278000.INSTALLATION",2019,"90057"
6921,"ES.CAED/008402000.INSTALLATION",2019,"90047"
6922,"ES.CAED/008417000.INSTALLATION",2019,"90059"
6923,"ES.CAED/008457000.INSTALLATION",2019,"206294"
6924,"ES.CAED/008490000.INSTALLATION",2019,"204946"
6925,"ES.CAED/008509000.INSTALLATION",2019,"261"
6926,"ES.CAED/008519000.INSTALLATION",2019,"59"
6927,"ES.CAED/008580000.INSTALLATION",2019,"206079"
6928,"ES.CAED/008640000.INSTALLATION",2019,"205812"
6929,"ES.CAED/008700000.INSTALLATION",2019,"642"
6930,"ES.CAED/008702000.INSTALLATION",2019,"646"
6931,"ES.CAED/008721000.INSTALLATION",2019,"205897"
6932,"ES.CAED/008737000.INSTALLATION",2019,"90062"
6933,"ES.CAED/008739000.INSTALLATION",2019,"428"
6934,"ES.CAED/008971000.INSTALLATION",2019,"90021"
6935,"ES.CAED/008993000.INSTALLATION",2019,"206725"
6936,"ES.CAED/009042000.INSTALLATION",2019,"206918"
6937,"ES.CAED/009245000.INSTALLATION",2019,"263"
6938,"ES.CAED/009355000.INSTALLATION",2019,"985"
6939,"ES.CAED/009693000.INSTALLATION",2019,"677"
6940,"ES.CAED/009779000.INSTALLATION",2019,"914"
6941,"ES.CAED/009797000.INSTALLATION",2019,"IC1"
6942,"ES.CAED/009838000.INSTALLATION",2019,"03010302"
6943,"ES.CAED/010112000.INSTALLATION",2019,"210364"
6944,"ES.CAED/010113000.INSTALLATION",2019,"639229"
6945,"ES.CAED/010143000.INSTALLATION",2019,"PTE"
6946,"ES.CAED/010214000.INSTALLATION",2019,"37.752689"
6947,"ES.CAED/010380000.INSTALLATION",2019,"207040"
6948,"ES.CAED/000112000.INSTALLATION",2020,"626"
6949,"ES.CAED/000113000.INSTALLATION",2020,"300"
6950,"ES.CAED/000121000.INSTALLATION",2020,"832"
6951,"ES.CAED/000129000.INSTALLATION",2020,"685"
6952,"ES.CAED/000135000.INSTALLATION",2020,"678"
6953,"ES.CAED/000136000.INSTALLATION",2020,"676"
6954,"ES.CAED/000137000.INSTALLATION",2020,"680"
6955,"ES.CAED/000138000.INSTALLATION",2020,"679"
6956,"ES.CAED/000141000.INSTALLATION",2020,"545"
6957,"ES.CAED/000142000.INSTALLATION",2020,"12"
6958,"ES.CAED/000143000.INSTALLATION",2020,"306"
6959,"ES.CAED/000144000.INSTALLATION",2020,"393"
6960,"ES.CAED/000145000.INSTALLATION",2020,"13"
6961,"ES.CAED/000147000.INSTALLATION",2020,"964"
6962,"ES.CAED/000150000.INSTALLATION",2020,"953"
6963,"ES.CAED/000151000.INSTALLATION",2020,"421"
6964,"ES.CAED/000162000.INSTALLATION",2020,"921"
6965,"ES.CAED/000164000.INSTALLATION",2020,"948"
6966,"ES.CAED/000173000.INSTALLATION",2020,"878"
6967,"ES.CAED/000177000.INSTALLATION",2020,"457"
6968,"ES.CAED/000180000.INSTALLATION",2020,"446"
6969,"ES.CAED/000188000.INSTALLATION",2020,"201910"
6970,"ES.CAED/000189000.INSTALLATION",2020,"205776"
6971,"ES.CAED/000197000.INSTALLATION",2020,"524"
6972,"ES.CAED/000208000.INSTALLATION",2020,"525"
6973,"ES.CAED/000210000.INSTALLATION",2020,"549"
6974,"ES.CAED/000214000.INSTALLATION",2020,"242"
6975,"ES.CAED/000220000.INSTALLATION",2020,"388"
6976,"ES.CAED/000237000.INSTALLATION",2020,"511"
6977,"ES.CAED/000257000.INSTALLATION",2020,"846"
6978,"ES.CAED/000284000.INSTALLATION",2020,"468"
6979,"ES.CAED/000294000.INSTALLATION",2020,"493"
6980,"ES.CAED/000296000.INSTALLATION",2020,"390"
6981,"ES.CAED/000301000.INSTALLATION",2020,"492"
6982,"ES.CAED/000306000.INSTALLATION",2020,"387"
6983,"ES.CAED/000317000.INSTALLATION",2020,"959"
6984,"ES.CAED/000335000.INSTALLATION",2020,"981"
6985,"ES.CAED/000340000.INSTALLATION",2020,"472"
6986,"ES.CAED/000355000.INSTALLATION",2020,"205813"
6987,"ES.CAED/000359000.INSTALLATION",2020,"210005"
6988,"ES.CAED/000367000.INSTALLATION",2020,"507"
6989,"ES.CAED/000368000.INSTALLATION",2020,"161"
6990,"ES.CAED/000390000.INSTALLATION",2020,"961"
6991,"ES.CAED/000391000.INSTALLATION",2020,"202631"
6992,"ES.CAED/000404000.INSTALLATION",2020,"460"
6993,"ES.CAED/000414000.INSTALLATION",2020,"463"
6994,"ES.CAED/000435000.INSTALLATION",2020,"201858"
6995,"ES.CAED/000510000.INSTALLATION",2020,"288"
6996,"ES.CAED/000514000.INSTALLATION",2020,"579"
6997,"ES.CAED/000519000.INSTALLATION",2020,"1012"
6998,"ES.CAED/000520000.INSTALLATION",2020,"203891"
6999,"ES.CAED/000521000.INSTALLATION",2020,"1004"
7000,"ES.CAED/000534000.INSTALLATION",2020,"65"
7001,"ES.CAED/000538000.INSTALLATION",2020,"35"
7002,"ES.CAED/000542000.INSTALLATION",2020,"71"
7003,"ES.CAED/000550000.INSTALLATION",2020,"202021"
7004,"ES.CAED/000551000.INSTALLATION",2020,"202025"
7005,"ES.CAED/000552000.INSTALLATION",2020,"203774"
7006,"ES.CAED/000553000.INSTALLATION",2020,"202442"
7007,"ES.CAED/000554000.INSTALLATION",2020,"559"
7008,"ES.CAED/000555000.INSTALLATION",2020,"203664"
7009,"ES.CAED/000557000.INSTALLATION",2020,"205232"
7010,"ES.CAED/000559000.INSTALLATION",2020,"203954"
7011,"ES.CAED/000565000.INSTALLATION",2020,"202373"
7012,"ES.CAED/000567000.INSTALLATION",2020,"202882"
7013,"ES.CAED/000568000.INSTALLATION",2020,"202114"
7014,"ES.CAED/000569000.INSTALLATION",2020,"206015"
7015,"ES.CAED/000570000.INSTALLATION",2020,"203621"
7016,"ES.CAED/000571000.INSTALLATION",2020,"204947"
7017,"ES.CAED/000575000.INSTALLATION",2020,"203653"
7018,"ES.CAED/000576000.INSTALLATION",2020,"201993"
7019,"ES.CAED/000579000.INSTALLATION",2020,"201986"
7020,"ES.CAED/000583000.INSTALLATION",2020,"209945"
7021,"ES.CAED/000584000.INSTALLATION",2020,"541"
7022,"ES.CAED/000587000.INSTALLATION",2020,"568"
7023,"ES.CAED/000590000.INSTALLATION",2020,"201796"
7024,"ES.CAED/000591000.INSTALLATION",2020,"206349"
7025,"ES.CAED/000592000.INSTALLATION",2020,"569"
7026,"ES.CAED/000593000.INSTALLATION",2020,"202766"
7027,"ES.CAED/000594000.INSTALLATION",2020,"202470"
7028,"ES.CAED/000595000.INSTALLATION",2020,"974"
7029,"ES.CAED/000596000.INSTALLATION",2020,"206130"
7030,"ES.CAED/000598000.INSTALLATION",2020,"202795"
7031,"ES.CAED/000599000.INSTALLATION",2020,"562"
7032,"ES.CAED/000600000.INSTALLATION",2020,"986"
7033,"ES.CAED/000602000.INSTALLATION",2020,"973"
7034,"ES.CAED/000604000.INSTALLATION",2020,"202235"
7035,"ES.CAED/000607000.INSTALLATION",2020,"537"
7036,"ES.CAED/000610000.INSTALLATION",2020,"982"
7037,"ES.CAED/000611000.INSTALLATION",2020,"202305"
7038,"ES.CAED/000612000.INSTALLATION",2020,"203622"
7039,"ES.CAED/000615000.INSTALLATION",2020,"202106"
7040,"ES.CAED/000617000.INSTALLATION",2020,"536"
7041,"ES.CAED/000618000.INSTALLATION",2020,"206979"
7042,"ES.CAED/000620000.INSTALLATION",2020,"557"
7043,"ES.CAED/000621000.INSTALLATION",2020,"202554"
7044,"ES.CAED/000624000.INSTALLATION",2020,"558"
7045,"ES.CAED/000625000.INSTALLATION",2020,"203775"
7046,"ES.CAED/000628000.INSTALLATION",2020,"202627"
7047,"ES.CAED/000629000.INSTALLATION",2020,"202466"
7048,"ES.CAED/000630000.INSTALLATION",2020,"202635"
7049,"ES.CAED/000631000.INSTALLATION",2020,"201894"
7050,"ES.CAED/000634000.INSTALLATION",2020,"553"
7051,"ES.CAED/000636000.INSTALLATION",2020,"202474"
7052,"ES.CAED/000637000.INSTALLATION",2020,"205233"
7053,"ES.CAED/000638000.INSTALLATION",2020,"991"
7054,"ES.CAED/000639000.INSTALLATION",2020,"203075"
7055,"ES.CAED/000640000.INSTALLATION",2020,"1051"
7056,"ES.CAED/000641000.INSTALLATION",2020,"202102"
7057,"ES.CAED/000642000.INSTALLATION",2020,"202604"
7058,"ES.CAED/000644000.INSTALLATION",2020,"202255"
7059,"ES.CAED/000645000.INSTALLATION",2020,"542"
7060,"ES.CAED/000648000.INSTALLATION",2020,"202941"
7061,"ES.CAED/000654000.INSTALLATION",2020,"205622"
7062,"ES.CAED/000655000.INSTALLATION",2020,"556"
7063,"ES.CAED/000662000.INSTALLATION",2020,"204982"
7064,"ES.CAED/000664000.INSTALLATION",2020,"203692"
7065,"ES.CAED/000667000.INSTALLATION",2020,"206584"
7066,"ES.CAED/000670000.INSTALLATION",2020,"203769"
7067,"ES.CAED/000672000.INSTALLATION",2020,"203952"
7068,"ES.CAED/000673000.INSTALLATION",2020,"202768"
7069,"ES.CAED/000675000.INSTALLATION",2020,"203734"
7070,"ES.CAED/000676000.INSTALLATION",2020,"203627"
7071,"ES.CAED/000677000.INSTALLATION",2020,"552"
7072,"ES.CAED/000678000.INSTALLATION",2020,"205633"
7073,"ES.CAED/000679000.INSTALLATION",2020,"156"
7074,"ES.CAED/000680000.INSTALLATION",2020,"206310"
7075,"ES.CAED/000682000.INSTALLATION",2020,"203626"
7076,"ES.CAED/000683000.INSTALLATION",2020,"205388"
7077,"ES.CAED/000685000.INSTALLATION",2020,"204941"
7078,"ES.CAED/000687000.INSTALLATION",2020,"207302"
7079,"ES.CAED/000689000.INSTALLATION",2020,"205394"
7080,"ES.CAED/000690000.INSTALLATION",2020,"208782"
7081,"ES.CAED/000691000.INSTALLATION",2020,"201944"
7082,"ES.CAED/000693000.INSTALLATION",2020,"572"
7083,"ES.CAED/000694000.INSTALLATION",2020,"204923"
7084,"ES.CAED/000695000.INSTALLATION",2020,"202532"
7085,"ES.CAED/000696000.INSTALLATION",2020,"527"
7086,"ES.CAED/000697000.INSTALLATION",2020,"202928"
7087,"ES.CAED/000700000.INSTALLATION",2020,"203662"
7088,"ES.CAED/000704000.INSTALLATION",2020,"587"
7089,"ES.CAED/000710000.INSTALLATION",2020,"203876"
7090,"ES.CAED/000711000.INSTALLATION",2020,"532"
7091,"ES.CAED/000712000.INSTALLATION",2020,"203821"
7092,"ES.CAED/000720000.INSTALLATION",2020,"353"
7093,"ES.CAED/000721000.INSTALLATION",2020,"354"
7094,"ES.CAED/000723000.INSTALLATION",2020,"345"
7095,"ES.CAED/000725000.INSTALLATION",2020,"378"
7096,"ES.CAED/000739000.INSTALLATION",2020,"1011"
7097,"ES.CAED/000741000.INSTALLATION",2020,"630"
7098,"ES.CAED/000742000.INSTALLATION",2020,"653"
7099,"ES.CAED/000743000.INSTALLATION",2020,"661"
7100,"ES.CAED/000746000.INSTALLATION",2020,"202143"
7101,"ES.CAED/000756000.INSTALLATION",2020,"90020"
7102,"ES.CAED/000760000.INSTALLATION",2020,"643"
7103,"ES.CAED/000768000.INSTALLATION",2020,"637"
7104,"ES.CAED/000784000.INSTALLATION",2020,"655"
7105,"ES.CAED/000813000.INSTALLATION",2020,"384"
7106,"ES.CAED/000814000.INSTALLATION",2020,"389"
7107,"ES.CAED/000822000.INSTALLATION",2020,"386"
7108,"ES.CAED/000910000.INSTALLATION",2020,"17674151"
7109,"ES.CAED/000984000.INSTALLATION",2020,"3"
7110,"ES.CAED/000986000.INSTALLATION",2020,"58"
7111,"ES.CAED/001003000.INSTALLATION",2020,"958"
7112,"ES.CAED/001004000.INSTALLATION",2020,"870"
7113,"ES.CAED/001006000.INSTALLATION",2020,"1015"
7114,"ES.CAED/001013000.INSTALLATION",2020,"154"
7115,"ES.CAED/001014000.INSTALLATION",2020,"302"
7116,"ES.CAED/001015000.INSTALLATION",2020,"382"
7117,"ES.CAED/001016000.INSTALLATION",2020,"194"
7118,"ES.CAED/001020000.INSTALLATION",2020,"379"
7119,"ES.CAED/001032000.INSTALLATION",2020,"275"
7120,"ES.CAED/001037000.INSTALLATION",2020,"92"
7121,"ES.CAED/001038000.INSTALLATION",2020,"91"
7122,"ES.CAED/001081000.INSTALLATION",2020,"34"
7123,"ES.CAED/001199000.INSTALLATION",2020,"104"
7124,"ES.CAED/001201000.INSTALLATION",2020,"97"
7125,"ES.CAED/001202000.INSTALLATION",2020,"113"
7126,"ES.CAED/001208000.INSTALLATION",2020,"38"
7127,"ES.CAED/001233000.INSTALLATION",2020,"82"
7128,"ES.CAED/001245000.INSTALLATION",2020,"152"
7129,"ES.CAED/001258000.INSTALLATION",2020,"908"
7130,"ES.CAED/001282000.INSTALLATION",2020,"422"
7131,"ES.CAED/001297000.INSTALLATION",2020,"514"
7132,"ES.CAED/001396000.INSTALLATION",2020,"402"
7133,"ES.CAED/001422000.INSTALLATION",2020,"693"
7134,"ES.CAED/001441000.INSTALLATION",2020,"689"
7135,"ES.CAED/001477000.INSTALLATION",2020,"202175"
7136,"ES.CAED/001478000.INSTALLATION",2020,"202176"
7137,"ES.CAED/001479000.INSTALLATION",2020,"63"
7138,"ES.CAED/001480000.INSTALLATION",2020,"231"
7139,"ES.CAED/001481000.INSTALLATION",2020,"66"
7140,"ES.CAED/001482000.INSTALLATION",2020,"64"
7141,"ES.CAED/001485000.INSTALLATION",2020,"1024"
7142,"ES.CAED/001487000.INSTALLATION",2020,"983"
7143,"ES.CAED/001496000.INSTALLATION",2020,"629"
7144,"ES.CAED/001497000.INSTALLATION",2020,"248"
7145,"ES.CAED/001498000.INSTALLATION",2020,"954"
7146,"ES.CAED/001501000.INSTALLATION",2020,"ES152801000829"
7147,"ES.CAED/001506000.INSTALLATION",2020,"202885"
7148,"ES.CAED/001512000.INSTALLATION",2020,"14"
7149,"ES.CAED/001526000.INSTALLATION",2020,"654"
7150,"ES.CAED/001527000.INSTALLATION",2020,"476"
7151,"ES.CAED/001528000.INSTALLATION",2020,"329"
7152,"ES.CAED/001529000.INSTALLATION",2020,"736"
7153,"ES.CAED/001530000.INSTALLATION",2020,"400"
7154,"ES.CAED/001534000.INSTALLATION",2020,"153"
7155,"ES.CAED/001535000.INSTALLATION",2020,"516"
7156,"ES.CAED/001538000.INSTALLATION",2020,"523"
7157,"ES.CAED/001544000.INSTALLATION",2020,"201760"
